Job Title,Company,Location,Education,Experience,Deadline
Call Center Executive,Internet style zonee,Nakhalpara,H.S.C/ Graduate,Na,"
4 Sep 2023"
Professional Video Editor,Digital Kuli,Uttara West,HSC,1 to 5 year(s),"
4 Sep 2023"
Electrical Engineer Assistant,huan eng construction material trader,Dhaka GPO,Diploma in Engineering in Electrical & Electronic EngineeringHSC in English,Na,"
4 Sep 2023"
"Assistant Manager / Regional Manager, Sales and Marketing",Dhaka Thai Ltd.,"Barishal, Faridpur, Shariatpur",Bachelor of Business Administration (BBA) in MarketingMaster of Business Administration (MBA) in ...,8 to 10 year(s),"
4 Sep 2023"
Call Center Executive - International (Night Shift),Team Dynamics,Mohammadpur,HSCA LevelO LevelBachelor degree in any discipline,Na,"
4 Sep 2023"
অফিস সহায়ক,"জেলা প্রশাসকের কার্যালয়, দিনাজপুর",দিনাজপুর,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
অফিস সহায়ক,মাইক্রোক্রেডিট রেগুলেটরী অথরিটি,ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরীক্ষক প্রশাসন উইং,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরিসংখ্যানবিদ,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরিদর্শক (মেট্রোলজি),বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
"পরীক্ষক (মেট্রোলজি, রসায়ন)",বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
"পরীক্ষক (মেট্রোলজি , ভৌত)",বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
Junior Executive,Medical Management Strategies,Dhaka,"At least 1 year(s)
                                                        






 Deadline: 

4 Sep 2023",At least 1 year(s),"
4 Sep 2023"
Female Tour Consultant,Holiday Trip Vista,"Rampura, Banasree","At most 1 year(s)
                                                        






 Deadline: 

4 Sep 2023",At most 1 year(s),"
4 Sep 2023"
পরীক্ষক (মান) পাট ও বস্ত্র মান উইং,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরীক্ষক (পরীক্ষণ) টেক্সটাইল,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
"পরীক্ষক (পরীক্ষণ) ইলেকট্রিক্যাল , ইলেকট্রনিক্স , পদার্থ পরীক্ষণ উইং",বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
"পরীক্ষক (পরীক্ষণ) পুরকৌশল , পদার্থ , পদার্থ পরীক্ষণ উইং",বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরীক্ষক (পরীক্ষণ) ফুড এন্ড ব্যাকটেরলজি রসায়ন পরীক্ষণ উইং,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
পরীক্ষক (পরীক্ষণ) রসায়ন,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
সমন্বয় কর্মকর্তা প্রশাসন উইং,বাংলাদেশ স্ট্যান্ডার্ড এন্ড টেষ্টিং ইনস্টিটিউশন (বিএসটিআই),ঢাকা,"Na
                                                        






 Deadline: 

5 Sep 2023",null,Na
